Chamber,RSQ w/out Background Subtraction,RSQ w Background Subtraction,% Change in RSQ
70,0.452617179994066,0.946789872201531,109.181161045178
71,0.40202283021553,0.928099232531963,130.857345100127
72,0.137037292178389,0.907624333819321,562.319226680148
73,0.0122808614451477,0.549896847967365,4377.67325137141
74,0.017091675915887,0.290621031620885,1600.36591526257
75,0.0375127315347571,0.088805089944446,136.733200465992
76,0.0128862121894796,0.615975429020615,4680.1124175458
77,0.0154225457219738,0.483270193318043,3033.53062477544
78,0.979315459982412,0.975864065133704,-0.352429323312239
79,0.928079749539203,0.914506514211645,-1.46250743368737
80,0.863702762955799,0.916604742506837,6.125021456455
81,0.973250155364186,0.96977857884025,-0.356699303339574
82,0.476138638802684,0.698106419521474,46.6183087507786
83,0.0312016109962076,0.93229903815534,2887.98365978173
84,0.225452221602742,0.925392628363251,310.460638526703
85,0.210108770177493,0.835161878882086,297.490251442893
86,0.273975860820562,0.854599398028339,211.925070868945
87,0.0185537267439004,0.530385848856601,2758.64859484883
88,0.0141811839114627,0.510458270957175,3499.54623072456
89,0.300818554654718,0.839240808286267,178.985719231832
90,0.203719620632793,0.80221457298191,293.783657406231
91,0.193106686951458,0.662137453942338,242.886859277318
92,0.139071295170191,0.665217016602827,378.328051657789
93,0.220862085551108,0.320909765964791,45.298712164217
94,0.205070290469957,0.683027546445237,233.069965854123
95,0.997714254553943,0.99729029918044,-0.0424926647653041
96,0.0356690533464283,0.0323490679036362,-9.30774756074245
97,0.0610421262236901,0.0304598339352432,-50.1003064283467
98,0.578172307911189,0.922668294519928,59.5836192593395
99,0.901791478667164,0.894611575266357,-0.796182218467944
100,0.970794923313553,0.766318613812002,-21.062770786195
101,0.709597081192513,0.845883193135763,19.2061263434475
102,0.596454674196964,0.894183305293903,49.9163882817727
103,0.175644586482409,0.54453839443496,210.022873656569
104,0.0354332170244835,0.830878862640658,2244.91511754786
105,0.0281409155097293,0.884507922348568,3043.13840302304
106,0.0446500532827161,0.81633763540652,1728.30159291774
107,0.969928651710852,0.973311727475063,0.348796353035245
108,0.270522636145658,0.554646716565118,105.027839617265
109,0.0320351371989529,0.632226613640393,1873.54114550525
110,0.0253919630893467,0.522606114516537,1958.15561671086
111,0.964254199470339,0.965757315630217,0.155883807475636
112,0.919888973210374,0.995094205010224,8.17546834346619
113,0.0296617872298753,0.0205295253210851,-30.7879691739958
114,0.0581853423911233,0.586423983507564,907.855173499895
115,0.988157109355812,0.991144026424484,0.30227147488922
116,0.764679651398323,0.969554507659899,26.7922463853894
117,0.8389187222898,0.826763111371717,-1.44896169260649
118,0.983156422881842,0.876825892702141,-10.8152200102629
119,0.991418827989401,0.990887389523859,-0.0536038302419151
120,0.999673930995272,0.999881095652286,0.0207232229020645
121,0.84406778358643,0.963514360533762,14.1513015032756
122,0.849458301430473,0.945552153394658,11.3123683413729
123,0.955596952741302,0.977629090776026,2.30558897990639
124,0.407127524449631,0.959782180180353,135.744852052884
125,0.505666195673514,0.974463609198866,92.7088695143927
126,0.0373301078789373,0.0208960082387002,-44.0237132277608
127,0.966848447826755,0.929794551042926,-3.83244104772753
128,0.464923314856746,0.825115508915553,77.4734633753077
129,0.318122597689585,0.833176178631974,161.904116426512
130,0.980763988092708,0.979127729498019,-0.166835101467321
131,0.918778628020417,0.993518141635306,8.13465957255905
132,0.0924388772137797,0.160194647912859,73.2979161380148
133,0.525892463847526,0.94018974363444,78.779847263039
134,0.773120202391719,0.795871217376858,2.9427526165732
135,0.293651631587144,0.853068259056292,190.503497101509
136,0.50568800191904,0.87239410599161,72.5162753873839
137,0.578988142702178,0.977820640810121,68.884398261865
138,0.734850334863177,0.38797972093267,-47.2028925447917
139,0.99599449606997,0.998699131839246,0.271551276633386
140,0.996085495649879,0.99813753779053,0.206010643625668
141,0.794928968431962,0.873367256882682,9.86733300277682
142,0.929204419125376,0.968485838905543,4.2274249854668
143,0.904896213948456,0.955554380316553,5.59822945297268
144,0.794192163843458,0.979210521444399,23.2964219522833
145,0.78435441271935,0.987797949609586,25.9377054034666
146,0.847306719871823,0.975240353673109,15.0988574504212
147,0.812070193262464,0.994637420643325,22.4817052633596
148,0.883941244619939,0.993992511237127,12.4500658032431
149,0.850921079097656,0.994554992731202,16.8798161382793
150,0.790335210385092,0.876747364178331,10.9336080004755
151,0.989455673793446,0.992436391554804,0.301248235803213
152,0.959912470168822,0.992888210623915,3.43528618284265
153,0.811067269240268,0.994225044912837,22.5823162416768
154,0.784803428020068,0.990977558127375,26.2707988709289
155,0.698696816335836,0.989061225481231,41.5579980266903
156,0.971194175272292,0.9766508354678,0.561850589144907
157,0.822806372958058,0.979935915167327,19.0967823504302
158,0.765926326074246,0.981706117169462,28.1723951442163
159,0.0472410252797484,0.0149289013616952,-68.398439125124
160,0.912531817060954,0.994326500589583,8.96348839562333
